Year_Birth,Education,Income,Kidhome,Teenhome,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Total_Children,Total_Spending,Total_Transactions,Conversion_Rate,Marital_Cerai,Marital_Duda,Marital_Janda,Marital_Lajang,Marital_Menikah
1976,5,49187000.0,0,1,63,81000,1000,31000,2000,1000,0,1,1,1,5,2,0,0,0,0,0,0,0,47,1,116000,8,0.0,False,False,False,False,False
1978,3,30168000.0,1,0,51,154000,20000,66000,0,12000,27000,7,6,1,4,9,0,0,0,0,0,0,0,45,1,279000,18,0.0,False,False,False,True,False
1968,4,34053000.0,0,1,14,63000,0,21000,7000,0,12000,1,3,0,3,8,0,0,0,0,0,0,0,55,1,103000,7,0.0,False,False,False,False,False
1971,4,38196000.0,1,1,20,30000,0,11000,0,0,3000,3,2,0,4,5,0,0,0,0,0,0,0,52,2,44000,9,0.0,False,False,False,False,True
1951,4,59412000.0,0,0,56,90000,67000,165000,30000,43000,11000,1,4,2,8,3,0,0,0,0,0,0,0,72,0,406000,15,0.0,False,False,False,False,True
1965,2,70924000.0,0,0,41,635000,114000,254000,132000,152000,76000,1,6,6,7,3,0,0,1,0,0,0,0,58,0,1363000,20,0.0,False,False,False,False,True
1969,3,54165000.0,0,0,72,127000,4000,73000,15000,6000,11000,1,2,1,7,2,0,0,0,0,0,0,0,54,0,236000,11,0.0,False,False,False,False,False
1973,3,32300000.0,1,0,1,13000,3000,6000,6000,5000,6000,1,1,0,3,8,0,0,0,0,0,0,0,50,1,39000,5,0.0,False,False,False,False,True
1976,3,20180000.0,0,0,27,18000,42000,24000,15000,20000,18000,1,2,1,4,7,0,0,0,0,0,0,0,47,0,137000,8,0.0,False,False,False,True,False
1973,3,34961000.0,1,0,77,45000,2000,26000,4000,1000,1000,3,3,1,3,7,0,0,0,0,0,0,0,50,1,79000,10,0.0,False,False,False,False,True
1974,5,28440000.0,1,0,87,38000,1000,24000,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,49,1,63000,6,0.0,False,False,False,False,False
1953,5,64504000.0,1,2,81,986000,36000,168000,16000,0,108000,7,11,3,4,7,0,0,0,0,0,0,1,70,3,1314000,25,0.1428571428571428,False,False,False,False,False
1966,4,33564000.0,0,1,51,61000,0,3000,0,0,7000,1,1,1,3,5,0,0,0,0,0,0,0,57,1,71000,6,0.0,False,False,False,False,False
1978,3,17345000.0,1,0,79,4000,9000,16000,17000,0,12000,2,2,1,2,8,0,0,0,0,0,0,0,45,1,58000,7,0.0,False,False,False,False,True
1967,5,56320000.0,0,1,11,201000,53000,172000,116000,77000,83000,3,5,4,9,4,0,0,0,0,0,0,0,56,1,702000,21,0.0,False,False,False,False,True
1978,3,28647000.0,1,0,54,19000,8000,29000,0,12000,26000,1,2,2,2,7,1,0,0,0,0,0,1,45,1,94000,7,0.1428571428571428,False,False,False,True,False
1987,1,15038000.0,1,0,93,4000,8000,11000,19000,12000,26000,2,2,1,2,9,0,0,0,0,0,0,0,36,1,80000,7,0.0,False,False,False,True,False
1958,5,32173000.0,0,1,0,18000,0,2000,0,0,2000,1,1,0,3,4,0,0,0,0,0,0,0,65,1,22000,5,0.0,True,False,False,False,False
1964,2,68316000.0,0,1,54,806000,80000,161000,120000,11000,33000,5,10,7,10,6,0,0,0,0,0,0,0,59,1,1211000,32,0.0,False,False,False,False,False
1971,3,74538000.0,0,0,21,380000,98000,733000,110000,112000,28000,1,8,8,5,3,0,0,1,0,0,0,1,52,0,1461000,22,0.3333333333333333,False,False,False,False,False
1971,3,91700000.0,0,0,58,576000,172000,961000,125000,115000,19000,1,8,6,5,3,0,0,0,0,0,0,1,52,0,1968000,20,0.3333333333333333,False,False,False,True,False
1969,3,68695000.0,0,0,3,458000,81000,356000,106000,50000,40000,1,4,4,7,2,0,0,0,0,0,0,0,54,0,1091000,16,0.0,False,False,False,False,False
1977,2,31056000.0,1,0,99,5000,10000,13000,3000,8000,16000,1,1,0,3,8,0,0,0,0,0,0,0,46,1,55000,5,0.0,False,False,False,False,True
1973,3,79593000.0,0,0,70,350000,60000,568000,110000,133000,145000,1,5,6,7,2,0,0,1,0,0,0,0,50,0,1366000,19,0.0,False,False,False,False,True
1980,3,28071000.0,0,0,65,39000,33000,130000,41000,26000,44000,2,5,1,5,8,0,0,0,0,0,0,0,43,0,313000,13,0.0,False,False,False,True,False
1958,5,37334000.0,1,1,44,26000,1000,16000,2000,2000,15000,4,3,0,4,4,0,0,0,0,0,0,0,65,2,62000,11,0.0,False,False,False,False,False
1972,4,46423000.0,1,1,6,68000,0,16000,0,0,8000,3,2,0,4,7,0,0,0,0,0,0,0,51,2,92000,9,0.0,False,False,False,True,False
1971,5,37126000.0,1,0,9,45000,3000,9000,4000,4000,7000,1,1,2,2,6,1,0,0,0,0,0,1,52,1,72000,6,0.1666666666666666,False,False,False,False,True
1953,3,47703000.0,0,1,95,359000,0,134000,13000,26000,123000,4,6,3,8,5,0,0,0,0,0,0,0,70,1,655000,21,0.0,False,False,False,False,True
1959,3,61180000.0,0,1,70,403000,24000,29000,6000,24000,218000,2,5,5,6,3,1,0,0,0,0,0,0,64,1,704000,18,0.0,False,False,False,False,True
1954,3,38998000.0,1,1,92,34000,1000,14000,0,0,5000,3,2,0,3,8,0,0,0,0,0,1,0,69,2,54000,8,0.0,False,False,False,False,True
1991,3,8028000.0,0,0,62,73000,18000,66000,7000,12000,2000,15,0,1,0,19,0,0,0,0,0,0,0,32,0,178000,16,0.0,False,False,False,True,False
1962,3,76081000.0,0,0,85,292000,30000,415000,63000,33000,200000,1,4,5,4,2,0,0,0,1,0,0,0,61,0,1033000,14,0.0,False,False,False,False,False
1986,3,34728000.0,1,0,2,14000,0,16000,0,0,6000,1,1,1,2,6,0,0,0,0,0,0,1,37,1,36000,5,0.1666666666666666,False,False,False,False,False
1965,4,33168000.0,0,1,0,80000,1000,37000,0,1000,3000,3,2,1,4,7,0,0,0,0,0,0,0,58,1,122000,10,0.0,False,False,False,True,False
1966,4,33585000.0,0,1,91,30000,11000,33000,13000,6000,29000,1,2,0,4,4,0,0,0,0,0,0,0,57,1,122000,7,0.0,False,False,False,False,True
1960,5,77037000.0,0,1,3,463000,96000,333000,168000,53000,10000,1,7,7,12,3,0,0,0,0,0,0,0,63,1,1123000,27,0.0,False,False,False,False,True
1984,3,35196000.0,1,0,68,75000,12000,141000,43000,39000,187000,6,6,1,5,8,0,0,0,0,0,0,1,39,1,497000,18,0.125,False,False,False,False,False
1966,3,44529000.0,0,1,98,538000,13000,91000,17000,6000,26000,6,6,2,11,5,0,1,0,0,0,0,0,57,1,691000,25,0.0,False,False,False,False,True
1965,2,70924000.0,0,0,41,635000,114000,254000,132000,152000,76000,1,6,6,7,3,0,0,1,0,0,0,0,58,0,1363000,20,0.0,False,False,False,False,True
1966,5,28764000.0,1,1,16,8000,0,3000,0,0,1000,1,1,0,2,8,1,0,0,0,0,0,0,57,2,12000,4,0.0,False,False,False,False,False
1949,5,69098000.0,0,0,82,1315000,22000,780000,145000,0,178000,1,7,8,9,5,0,0,0,0,0,0,0,74,0,2440000,25,0.0,False,False,False,False,True
1970,2,25959000.0,1,1,1,4000,2000,12000,7000,5000,26000,2,1,2,2,6,0,0,0,0,0,0,1,53,2,56000,7,0.1666666666666666,True,False,False,False,False
1983,4,27100000.0,1,0,64,12000,0,13000,2000,0,10000,1,1,0,3,7,0,0,0,0,0,0,0,40,1,37000,5,0.0,False,False,False,False,True
1985,3,70596000.0,0,0,68,347000,44000,534000,17000,0,26000,1,3,5,12,2,0,0,0,0,0,0,0,38,0,968000,21,0.0,False,False,False,True,False
1974,3,42557000.0,0,1,98,192000,5000,53000,0,5000,15000,4,6,1,4,8,0,0,0,0,0,0,0,49,1,270000,15,0.0,False,False,False,False,True
1951,5,53312000.0,0,0,32,241000,0,12000,0,0,25000,1,5,1,5,7,0,0,0,0,0,0,0,72,0,278000,12,0.0,False,False,False,False,True
1952,3,72228000.0,0,0,87,631000,28000,491000,30000,14000,56000,1,6,7,8,3,0,0,0,0,0,0,0,71,0,1250000,22,0.0,False,False,False,True,False
1987,3,67605000.0,0,0,84,336000,28000,282000,184000,54000,54000,1,2,8,6,1,0,0,0,0,0,0,0,36,0,938000,17,0.0,False,False,False,False,False
1949,4,62845000.0,1,1,3,1099000,0,45000,0,0,34000,11,3,4,10,8,0,1,0,0,0,0,0,74,2,1178000,28,0.0,False,False,False,False,True
1958,3,65196000.0,0,2,34,743000,19000,181000,12000,0,200000,2,7,6,11,5,1,0,0,0,0,0,0,65,2,1155000,26,0.0,False,False,False,False,False
1987,5,42000000.0,0,0,23,124000,83000,267000,85000,59000,35000,2,5,2,11,5,0,0,0,0,0,0,1,36,0,653000,20,0.2,False,False,False,True,False
1973,5,35860000.0,1,1,37,15000,0,8000,4000,2000,20000,2,1,1,2,5,1,0,0,0,0,0,0,50,2,49000,6,0.0,True,False,False,False,False
1964,5,65526000.0,0,1,22,397000,19000,69000,12000,0,9000,1,4,4,8,2,0,0,0,0,0,0,0,59,1,506000,17,0.0,False,False,False,False,True
1961,3,16860000.0,1,1,19,10000,4000,4000,3000,3000,14000,3,1,1,3,7,0,0,0,0,0,0,0,62,2,38000,8,0.0,False,False,False,False,True
1992,3,83528000.0,0,0,7,530000,117000,678000,134000,44000,147000,1,4,10,8,1,1,0,0,1,0,0,1,31,0,1650000,23,1.0,False,False,False,True,False
1965,2,64176000.0,0,1,52,1215000,33000,249000,64000,116000,149000,8,8,9,8,6,0,0,0,0,0,0,0,58,1,1826000,33,0.0,True,False,False,False,False
1956,3,22304000.0,0,0,91,3000,2000,7000,0,4000,2000,1,1,0,2,8,0,0,0,0,0,0,0,67,0,18000,4,0.0,True,False,False,False,False
1978,3,67023000.0,0,0,93,444000,44000,382000,11000,8000,17000,1,3,7,13,2,0,0,0,0,0,1,0,45,0,906000,24,0.0,False,False,False,False,True
1971,5,32892000.0,1,0,78,26000,0,15000,2000,1000,2000,2,3,0,3,8,0,0,0,0,0,0,0,52,1,46000,8,0.0,False,False,False,False,False
1966,3,70713000.0,0,1,23,736000,114000,279000,82000,76000,190000,6,5,6,8,3,0,0,0,0,0,0,0,57,1,1477000,25,0.0,False,False,False,False,False
1955,3,59925000.0,0,1,83,473000,21000,176000,19000,21000,56000,3,9,2,9,6,0,0,0,0,0,0,0,68,1,766000,23,0.0,False,False,False,False,False
1953,3,39722000.0,0,1,92,32000,0,5000,2000,0,8000,2,2,0,3,5,0,0,0,0,0,0,0,70,1,47000,7,0.0,False,False,False,False,True
1958,3,46610000.0,0,0,4,288000,10000,30000,4000,10000,125000,1,6,1,6,6,0,0,0,0,0,0,0,65,0,467000,14,0.0,False,False,False,False,False
1961,3,88347000.0,0,0,32,1050000,178000,555000,77000,138000,118000,1,4,7,9,1,0,0,0,1,0,0,0,62,0,2116000,21,0.0,False,False,False,False,False
1981,5,87171000.0,0,0,27,1001000,44000,107000,58000,44000,44000,1,6,7,11,2,1,0,1,0,0,0,0,42,0,1298000,25,0.0,False,False,False,False,True
1976,2,26907000.0,1,1,10,9000,1000,7000,0,3000,2000,2,1,0,3,7,0,0,0,0,0,0,0,47,2,22000,6,0.0,False,False,False,False,False
1968,4,50014000.0,1,0,9,234000,14000,77000,19000,10000,42000,2,4,1,8,5,0,0,0,0,0,0,0,55,1,396000,15,0.0,False,False,False,True,False
1978,5,41014000.0,1,0,65,7000,2000,6000,2000,0,3000,1,1,0,2,7,0,0,0,0,0,0,0,45,1,20000,4,0.0,False,False,False,False,True
1965,3,66294000.0,0,0,68,251000,108000,334000,65000,92000,117000,1,4,3,5,2,0,0,0,0,0,0,0,58,0,967000,13,0.0,False,False,False,True,False
1971,3,36715000.0,1,0,16,172000,10000,125000,21000,13000,16000,6,7,2,4,9,0,0,0,0,0,0,1,52,1,357000,19,0.1111111111111111,False,False,False,False,True
1956,3,79456000.0,0,0,12,565000,42000,548000,64000,83000,99000,1,5,6,4,3,0,0,0,0,0,0,1,67,0,1401000,16,0.3333333333333333,False,False,False,False,True
1982,3,40479000.0,1,0,95,5000,0,8000,2000,0,0,1,0,0,3,4,0,0,0,0,0,0,0,41,1,15000,4,0.0,False,False,False,False,False
1970,4,75345000.0,0,0,16,918000,57000,842000,99000,38000,133000,1,5,8,6,3,0,0,0,1,0,0,1,53,0,2087000,20,0.3333333333333333,False,False,False,True,False
1977,3,54233000.0,0,1,46,652000,8000,158000,21000,0,142000,4,11,6,5,8,0,0,0,0,0,0,0,46,1,981000,26,0.0,False,False,False,False,True
1970,3,24163000.0,1,1,3,4000,1000,7000,2000,1000,2000,2,1,0,3,4,0,0,0,0,0,0,0,53,2,17000,6,0.0,False,False,False,True,False
1958,5,84460000.0,0,0,80,152000,27000,103000,106000,54000,81000,0,9,9,4,5,0,1,1,1,1,0,1,65,0,523000,22,0.2,False,False,False,False,False
1983,3,43776000.0,1,0,77,8000,0,9000,2000,1000,3000,1,1,0,2,6,0,0,0,0,0,0,0,40,1,23000,4,0.0,False,False,False,False,False
1958,5,71691000.0,0,0,0,336000,130000,411000,240000,32000,43000,1,4,7,5,2,0,0,0,0,0,0,1,65,0,1192000,17,0.5,False,False,False,True,False
1973,5,85844000.0,0,0,62,938000,19000,843000,25000,95000,38000,1,6,6,7,2,0,0,1,0,0,0,0,50,0,1958000,20,0.0,False,False,False,False,True
1974,5,39190000.0,1,0,91,68000,8000,18000,19000,8000,12000,2,2,1,4,5,0,0,0,0,0,0,0,49,1,133000,9,0.0,False,False,False,True,False
1959,3,71367000.0,0,0,24,227000,23000,389000,42000,21000,75000,1,4,5,7,2,0,0,0,0,0,0,0,64,0,777000,17,0.0,False,False,False,False,False
1972,5,38578000.0,1,1,2,38000,4000,22000,3000,3000,3000,3,3,0,3,8,0,0,0,0,0,0,0,51,2,73000,9,0.0,False,False,False,True,False
1965,5,57236000.0,1,1,22,105000,0,9000,2000,1000,4000,3,2,1,4,3,0,0,0,0,0,0,0,58,2,121000,10,0.0,False,False,False,False,True
1979,3,61825000.0,0,1,56,162000,50000,100000,55000,30000,27000,1,4,2,8,4,0,0,0,0,0,0,0,44,1,424000,15,0.0,False,False,False,True,False
1958,3,79803000.0,0,1,54,574000,8000,216000,21000,16000,33000,1,4,3,5,1,0,0,0,0,0,0,0,65,1,868000,13,0.0,True,False,False,False,False
1986,2,80910000.0,0,0,71,160000,80000,369000,67000,39000,41000,1,3,3,8,1,0,0,0,0,0,0,0,37,0,756000,15,0.0,False,False,False,True,False
1982,4,27590000.0,1,0,38,6000,0,5000,0,0,1000,1,1,0,2,7,0,0,0,0,0,0,0,41,1,12000,4,0.0,False,False,False,False,False
1979,3,56775000.0,0,1,62,614000,35000,160000,58000,35000,35000,2,5,8,10,5,0,0,0,0,0,0,0,44,1,937000,25,0.0,False,False,False,False,True
1975,3,83829000.0,0,0,78,897000,161000,430000,186000,161000,27000,0,4,7,6,1,1,0,1,1,0,0,1,48,0,1862000,17,1.0,True,False,False,False,False
1979,2,54210000.0,0,1,18,70000,54000,109000,80000,9000,45000,2,4,1,7,5,0,0,0,0,0,0,0,44,1,367000,14,0.0,False,False,False,False,True
1986,3,38508000.0,1,0,95,120000,19000,206000,25000,19000,54000,6,7,2,5,8,0,0,0,0,0,0,0,37,1,443000,20,0.0,False,False,False,False,True
1970,3,53187000.0,1,0,66,211000,2000,30000,7000,7000,10000,2,4,1,6,5,0,0,0,0,0,0,0,53,1,267000,13,0.0,False,False,False,False,False
1972,3,30023000.0,1,0,28,11000,0,16000,7000,6000,21000,1,2,0,3,8,0,0,0,0,0,0,0,51,1,61000,6,0.0,False,False,False,False,True
1960,5,76045000.0,0,0,78,760000,53000,400000,17000,93000,0,1,4,5,11,2,0,0,0,1,0,0,0,63,0,1323000,21,0.0,False,False,False,True,False
1952,5,50870000.0,0,1,13,53000,0,8000,0,0,2000,1,2,0,3,5,0,0,0,0,0,0,0,71,1,63000,6,0.0,False,False,False,False,True
1970,2,15315000.0,0,0,27,7000,4000,13000,15000,8000,17000,2,2,0,4,5,0,0,0,0,0,0,0,53,0,64000,8,0.0,False,False,False,False,True
1974,2,65463000.0,1,0,17,391000,32000,70000,21000,32000,16000,2,6,2,9,5,0,1,0,0,0,0,0,49,1,562000,19,0.0,False,False,False,False,True
1965,3,66480000.0,1,1,71,199000,9000,57000,20000,21000,6000,7,4,1,7,4,0,0,0,0,0,0,0,58,2,312000,19,0.0,False,False,False,False,True
1954,3,76773000.0,0,0,79,516000,56000,449000,86000,33000,16000,1,2,2,11,1,0,0,0,0,0,0,0,69,0,1156000,16,0.0,True,False,False,False,False
1983,2,81698000.0,0,0,1,709000,45000,115000,30000,160000,45000,1,8,2,5,5,0,0,0,1,0,0,1,40,0,1104000,16,0.2,False,False,False,True,False
1973,5,54466000.0,1,1,78,12000,0,4000,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,50,2,16000,4,0.0,False,False,False,True,False
1960,4,98777000.0,0,0,23,1000000,19000,711000,125000,115000,38000,0,4,6,9,1,0,1,0,0,0,0,0,63,0,2008000,19,0.0,False,False,False,True,False
1984,5,16269000.0,1,0,75,19000,3000,18000,3000,1000,0,3,3,0,3,8,0,0,0,0,0,0,0,39,1,44000,9,0.0,False,False,False,True,False
1971,3,71819000.0,0,1,70,1224000,28000,140000,0,14000,168000,3,3,3,5,6,0,1,1,0,0,0,0,52,1,1574000,14,0.0,False,False,False,False,False
1983,5,33569000.0,1,0,10,16000,2000,18000,3000,0,24000,1,1,1,2,8,1,0,0,0,0,0,1,40,1,63000,5,0.125,False,False,False,False,True
1983,4,36262000.0,0,0,24,88000,39000,54000,64000,28000,153000,1,3,5,3,6,1,0,0,0,0,0,1,40,0,426000,12,0.1666666666666666,False,False,False,False,True
1966,1,22634000.0,0,0,47,2000,23000,11000,8000,6000,46000,1,2,1,2,8,0,0,0,0,0,0,0,57,0,96000,6,0.0,False,False,False,False,False
1978,2,47025000.0,0,1,98,508000,11000,59000,23000,5000,29000,5,11,1,6,9,0,0,0,0,0,0,0,45,1,635000,23,0.0,False,False,False,False,True
1968,3,70566000.0,0,1,4,381000,28000,215000,84000,28000,21000,2,6,5,9,3,0,0,0,0,0,0,0,55,1,757000,22,0.0,False,False,False,True,False
1979,5,31605000.0,1,0,15,74000,0,42000,2000,1000,6000,2,2,1,4,7,0,0,0,0,0,0,0,44,1,125000,9,0.0,False,False,False,False,True
1973,4,52034000.0,1,1,67,146000,0,93000,7000,13000,73000,5,4,2,5,7,0,0,0,0,0,0,0,50,2,332000,16,0.0,True,False,False,False,False
1979,3,48526000.0,1,0,32,23000,17000,23000,43000,20000,9000,1,2,1,4,3,0,0,0,0,0,0,0,44,1,135000,8,0.0,False,False,False,True,False
1954,3,46734000.0,0,1,40,110000,5000,137000,26000,23000,29000,2,6,1,5,7,0,0,0,0,0,0,0,69,1,330000,14,0.0,False,False,False,False,True
1962,3,39552000.0,1,1,54,165000,3000,147000,4000,24000,41000,7,6,2,5,8,0,0,0,0,0,0,1,61,2,384000,20,0.125,True,False,False,False,False
1966,3,86358000.0,1,1,78,957000,47000,494000,82000,47000,95000,4,5,3,6,8,0,0,0,0,0,0,0,57,2,1722000,18,0.0,False,False,False,True,False
1977,3,46931000.0,2,1,94,41000,0,17000,3000,1000,16000,2,1,1,3,3,0,0,0,0,0,0,0,46,3,78000,7,0.0,False,False,False,False,False
1985,1,16581000.0,0,0,51,1000,3000,4000,2000,3000,11000,1,0,0,3,4,0,0,0,0,0,0,0,38,0,24000,4,0.0,False,False,False,True,False
1952,2,63998000.0,0,0,42,176000,29000,818000,0,33000,112000,1,7,6,11,4,0,0,0,0,0,0,1,71,0,1168000,25,0.25,True,False,False,False,False
1951,4,67381000.0,0,1,67,815000,8000,53000,11000,0,70000,4,2,2,9,7,0,1,0,0,0,0,0,72,1,957000,17,0.0,False,False,False,False,True
1967,3,25930000.0,1,1,87,6000,1000,2000,2000,0,4000,1,1,0,2,7,0,0,0,0,0,0,0,56,2,15000,4,0.0,False,False,False,True,False
1978,3,42693000.0,1,0,29,8000,4000,20000,6000,3000,16000,1,1,0,3,5,0,0,0,0,0,0,0,45,1,57000,5,0.0,False,False,False,False,True
1976,3,85606000.0,0,1,89,717000,42000,864000,219000,30000,84000,2,6,7,9,3,0,0,0,1,0,0,0,47,1,1956000,24,0.0,False,False,False,False,False
1985,3,72903000.0,0,0,74,1067000,138000,750000,0,19000,39000,1,7,5,8,4,0,1,1,1,0,0,1,38,0,2013000,21,0.25,False,False,False,True,False
1974,2,49669000.0,1,0,97,166000,5000,107000,11000,8000,29000,2,5,1,6,6,0,0,0,0,0,0,0,49,1,326000,14,0.0,False,False,False,False,False
1968,5,36778000.0,1,1,63,29000,4000,34000,2000,4000,4000,3,3,0,3,9,0,0,0,0,0,0,0,55,2,77000,9,0.0,False,False,False,False,True
1962,5,85696000.0,0,0,88,714000,76000,395000,116000,0,12000,1,4,6,9,1,0,0,0,0,0,0,1,61,0,1313000,20,1.0,True,False,False,False,False
1989,4,10979000.0,0,0,34,8000,4000,10000,2000,2000,4000,2,3,0,3,5,0,0,0,0,0,0,0,34,0,30000,8,0.0,True,False,False,False,False
1961,3,49678000.0,0,1,81,229000,5000,56000,3000,2000,20000,2,6,2,4,7,0,0,0,0,0,0,0,62,1,315000,14,0.0,False,False,False,False,True
1953,4,56129000.0,0,1,65,320000,48000,133000,39000,72000,48000,4,6,2,10,4,0,0,0,0,0,0,0,70,1,660000,22,0.0,False,False,False,False,False
1989,3,37155000.0,1,0,51,23000,0,26000,7000,15000,3000,1,2,0,4,5,0,0,0,0,0,0,0,34,1,74000,7,0.0,False,False,False,False,True
1978,2,21282000.0,1,0,76,1000,5000,8000,4000,8000,20000,2,2,1,2,6,0,0,0,0,0,0,0,45,1,46000,7,0.0,True,False,False,False,False
1962,5,33419000.0,0,1,76,56000,0,12000,0,0,18000,2,2,0,4,7,0,0,0,0,0,0,0,61,1,86000,8,0.0,False,False,False,True,False
1945,3,63285000.0,0,0,84,508000,124000,249000,50000,38000,134000,1,6,5,13,3,0,0,0,0,0,0,0,78,0,1103000,25,0.0,False,False,True,False,False
1974,4,21255000.0,1,0,56,29000,0,25000,2000,2000,3000,4,2,1,4,4,0,0,0,0,0,0,0,49,1,61000,11,0.0,False,False,False,False,False
1981,3,42162000.0,1,0,31,46000,7000,59000,2000,4000,27000,2,3,1,3,6,1,0,0,0,0,0,1,42,1,145000,9,0.1666666666666666,False,False,False,False,False
1956,3,54450000.0,1,1,0,454000,0,171000,8000,19000,32000,12,9,2,8,8,0,0,0,0,0,0,0,67,2,684000,31,0.0,False,False,False,False,False
1954,5,57744000.0,0,1,91,350000,3000,39000,0,0,19000,2,9,1,4,8,0,0,0,0,0,0,0,69,1,411000,16,0.0,False,False,False,False,True
1986,3,26576000.0,1,0,40,10000,0,8000,0,0,9000,1,1,0,2,9,1,0,0,0,0,0,1,37,1,27000,4,0.1111111111111111,False,False,False,True,False
1943,5,57513000.0,0,0,59,735000,40000,183000,52000,20000,30000,2,9,3,13,6,0,0,0,0,0,0,0,80,0,1060000,27,0.0,False,False,True,False,False
1964,3,68142000.0,0,1,96,897000,126000,196000,91000,112000,37000,3,10,4,7,6,0,0,0,0,0,0,0,59,1,1459000,24,0.0,False,False,False,False,False
1979,3,7500000.0,0,1,61,5000,2000,3000,3000,0,5000,1,1,0,2,8,0,0,0,0,0,0,0,44,1,18000,4,0.0,False,False,False,False,True
1974,3,83145000.0,0,0,14,777000,35000,731000,39000,137000,114000,1,5,9,11,2,0,0,1,0,0,0,1,49,0,1833000,26,0.5,False,False,False,False,False
1960,4,54197000.0,0,1,16,162000,6000,37000,6000,13000,13000,2,1,3,6,1,0,0,0,0,0,0,0,63,1,237000,12,0.0,False,False,False,False,True
1963,5,23091000.0,1,1,98,35000,0,11000,0,0,2000,4,2,1,3,7,0,0,0,0,0,0,0,60,2,48000,10,0.0,False,False,False,True,False
1976,3,46049000.0,1,1,11,342000,9000,112000,19000,14000,19000,10,5,2,9,7,0,0,0,0,0,0,1,47,2,515000,26,0.1428571428571428,False,False,False,False,True
1974,3,56715000.0,0,0,52,258000,105000,239000,237000,172000,9000,1,7,3,4,4,0,0,0,0,0,0,0,49,0,1020000,15,0.0,False,False,False,False,False
1961,3,79410000.0,0,0,19,658000,80000,483000,123000,13000,13000,1,3,2,5,1,0,0,0,0,0,0,0,62,0,1370000,11,0.0,False,False,False,False,True
1951,3,57304000.0,0,1,61,356000,80000,329000,138000,17000,106000,2,7,6,10,5,0,0,0,0,0,0,0,72,1,1026000,25,0.0,False,False,False,False,True
1965,3,44375000.0,0,1,73,213000,5000,28000,7000,7000,41000,1,4,1,6,5,0,0,0,0,0,0,0,58,1,301000,12,0.0,False,False,False,False,True
1956,3,54450000.0,1,1,0,454000,0,171000,8000,19000,32000,12,9,2,8,8,0,0,0,0,0,0,0,67,2,684000,31,0.0,False,False,False,False,False
1965,3,59594000.0,0,1,74,457000,4000,29000,0,0,9000,1,8,1,7,7,0,1,0,0,0,0,0,58,1,499000,17,0.0,False,False,False,False,True
1994,3,80685000.0,0,0,55,241000,45000,604000,34000,26000,54000,1,6,4,10,2,0,0,0,0,0,0,0,29,0,1004000,21,0.0,False,False,False,False,False
1974,5,40344000.0,0,1,48,210000,0,6000,0,0,2000,2,4,1,5,7,0,0,0,0,0,0,0,49,1,218000,12,0.0,False,False,False,False,True
1972,3,62710000.0,0,1,53,441000,35000,83000,7000,29000,11000,4,4,2,12,4,0,0,0,0,0,0,0,51,1,606000,22,0.0,False,False,False,False,True
1968,2,48985000.0,0,1,13,19000,13000,18000,10000,7000,8000,1,1,1,3,3,0,0,0,0,0,0,0,55,1,75000,6,0.0,False,False,False,False,True
1968,3,35322000.0,1,2,34,28000,9000,37000,12000,7000,13000,3,2,0,4,8,0,0,0,0,0,0,0,55,3,106000,9,0.0,False,False,False,False,False
1948,3,77142000.0,0,0,54,476000,75000,162000,29000,151000,97000,1,4,4,8,2,0,0,0,0,0,0,0,75,0,990000,17,0.0,False,False,False,False,True
1969,3,81657000.0,0,0,69,364000,40000,425000,158000,60000,50000,1,3,4,8,1,0,0,0,0,0,0,0,54,0,1097000,16,0.0,False,False,False,True,False
1996,1,14421000.0,0,0,81,0,0,2000,3000,3000,8000,1,1,0,2,5,1,0,0,0,0,0,0,27,0,16000,4,0.0,False,False,False,False,True
1974,2,20130000.0,0,0,99,0,6000,3000,7000,6000,12000,1,1,0,3,8,0,0,0,0,0,0,0,49,0,34000,5,0.0,False,False,False,False,True
1990,5,74214000.0,0,0,3,863000,83000,547000,86000,99000,33000,1,8,2,5,5,0,0,0,0,0,0,0,33,0,1711000,16,0.0,False,False,False,False,True
1957,4,66726000.0,1,1,61,349000,7000,35000,0,0,47000,3,8,2,4,7,0,1,0,0,0,0,0,66,2,438000,17,0.0,False,False,False,False,True
1979,1,23724000.0,1,0,65,5000,23000,15000,0,18000,14000,2,2,0,3,8,0,0,0,0,0,0,0,44,1,75000,7,0.0,False,False,False,False,False
1960,4,47353000.0,0,1,93,184000,2000,19000,8000,8000,4000,3,2,2,6,5,0,0,0,0,0,0,0,63,1,225000,13,0.0,False,False,False,False,True
1952,4,33444000.0,1,1,24,8000,0,8000,0,0,2000,1,1,0,2,8,0,0,0,0,0,0,0,71,2,18000,4,0.0,False,False,False,False,True
1981,3,54386000.0,0,1,8,277000,21000,64000,62000,21000,25000,2,3,2,10,3,0,0,0,0,0,0,0,42,1,470000,17,0.0,False,False,False,False,True
